company,city,state,phone,website,linkedin,division,territory,region,salesRep,industry,confidence,reason,aiDecision,aiCompression,aiDivision,aiConfidence,pressureSignals,competitors,aiSummary,gmpLikely,fdaLikely
Pest Control Solutions,Phoenix,AZ,,https://www.pestcontrolsolutions.com,,Both,Rocky Mountain,Domestic,Eric Maughan,pest control tablets,79,Primarily a service provider without a manufacturing focus.,,,,,,,,,
SinterMet,Huntingdon,PA,+1 814-643-0800,http://www.sintermet.com,https://www.linkedin.com/company/sintermet,Engineering,Northeast,Domestic,Raffaele Romano,powder metallurgy manufacturing,79,SinterMet specializes in engineering solutions in the powder metallurgy sector.,,,,,,,,,
StoreDot,Rehovot,Israel,,https://www.store-dot.com,https://www.linkedin.com/company/storedot/,Both,International,International,International Sales Team,solid state battery manufacturing,79,StoreDot is involved in both R&D and engineering for fast-charging solid-state batteries.,,,,,,,No immediate tablet compression opportunities identified in solid state battery manufacturing.,,
Abrasives & Tooling,Greenville,SC,,https://www.abrasivesandtooling.com,,Engineering,Southeast,Domestic,Danny Ambrose,abrasives manufacturing,78,Specializes in manufacturing and engineering of custom abrasives.,,,,,,,,,
Aldebaran Resources,Vancouver,BC,,https://www AldebaranResources.com,https://www.linkedin.com/company/aldebaran-resources,Scientific,Canada,International,Unassigned,lithium ion battery materials,78,Aldebaran is focused on lithium exploration and has scientific research initiatives.,,,,,,,,,
Ambri,Cambridge,MA,,https://www.ambri.com,https://www.linkedin.com/company/ambri/,Scientific,Northeast,Domestic,Raffaele Romano,solid state battery manufacturing,78,"Ambri focuses on R&D for liquid metal batteries, including solid-state concepts.",,,,,,,,,
BioCare Copenhagen,Copenhagen,DK,,https://www.biocarecopenhagen.com,https://www.linkedin.com/company/biocare-copenhagen/,Both,International,International,International Sales Team,vitamin tablet manufacturing,78,"Develops vitamins and supplements, requiring engineering for production and scientific R&D.",,,,,,,,,
Biosil,San Carlos,CA,+1 650-802-1200,https://www.biosil.com,https://www.linkedin.com/company/biosil/,Scientific,West Coast,Domestic,Fernando Delgado,collagen tablet manufacturing,78,Focus on collagen formulations with a scientific approach.,,,,,,,,,
Cobalt 27 Capital,Toronto,ON,+1 416-203-8416,https://www.cobalt27.com,https://www.linkedin.com/company/cobalt-27-capital-corp,Scientific,Canada,International,Unassigned,battery cathode manufacturing,78,Cobalt 27 focuses on battery materials supply chain and R&D.,,,,,,,,,
Cognifit,New York,NY,+1-065-016-9338,https://www.cognifit.com,,Scientific,Northeast,Domestic,Raffaele Romano,nootropic tablet manufacturing,78,Focuses on cognitive enhancement and formulation.,,,,,,,,,
Crown Powder Coating,Baton Rouge,LA,+1 225-926-2248,https://www.crownpowdercoating.com,https://www.linkedin.com/company/crown-powder-coating,Scientific,Southeast,Domestic,Danny Ambrose,powder flow testing laboratory,78,"Focuses on powder coating, not powder flow testing.",,,,,,,,,
CuraMedix,San Diego,CA,+1-877-699-8399,https://www.curamedix.com,,Both,West Coast,Domestic,Fernando Delgado,otc pain relief tablets,78,CuraMedix develops and manufactures OTC pain relief tablets.,,,,,,,,,
Evapo-Rust,Corinth,TX,+1-800-556-5074,https://www.evapo-rust.com,https://www.linkedin.com/company/evapo-rust/,Scientific,Central,Domestic,David Nelson,rust remover tablets,78,Develops effective rust removal solutions and may offer R&D capabilities.,,,,,,,,,
FAB CBD,Scottsdale,AZ,+1-414-296-9640,https://fabcbd.com,https://www.linkedin.com/company/fabcbd,Both,Rocky Mountain,Domestic,Eric Maughan,cbd tablet manufacturing,78,Produces CBD tablets and engages in R&D for formulations.,,,,,,,,,
Fertility Innovations,Miami,FL,,https://www.fertilityinnovations.com,https://www.linkedin.com/company/fertilityinnovations,Scientific,Southeast,Domestic,Danny Ambrose,plant food tablets,78,Focuses on developing advanced formulations for plant food.,,,,,,,,,
Formulation Technologies,Huntington Beach,CA,,https://www.formulationtechnologies.com,https://www.linkedin.com/company/formulation-technologies-inc,Scientific,West Coast,Domestic,Fernando Delgado,cdmo tablet manufacturing,78,Focused on formulation and development services for tablet manufacturing.,,,,,,,,,
Genius Consciousness,Miami,FL,,https://www.geniussupplements.com,,Scientific,Southeast,Domestic,Danny Ambrose,brain health tablets,78,Involved in formulations for cognitive enhancement.,,,,,,,,,
Harvest Essentials,Las Vegas,NV,,https://www.harvestessentials.com,https://www.linkedin.com/company/harvestessentials,Scientific,Rocky Mountain,Domestic,Eric Maughan,plant food tablets,78,Focuses on advanced formulations for effective plant nutrition.,,,,,,,,,
Hawthorne Gardening Company,Los Angeles,CA,,https://www.hawthorne-gardening.com,https://www.linkedin.com/company/hawthorne-gardening-company/,Both,West Coast,Domestic,Fernando Delgado,fertilizer tablet manufacturing,78,Hawthorne is involved in specialized fertilizer solutions and has a focus on formulation and research.,,,,,,,,,
IronFish,New York,NY,,https://www.ironfish.com,https://www.linkedin.com/company/ironfish,Both,Northeast,Domestic,Raffaele Romano,iron supplement tablets,78,"Specializes in iron supplementation, requiring engineering and R&D.",,,,,,,,,
KPM Industries,Austin,TX,+1 512-388-8200,http://www.kpmindustries.com,https://www.linkedin.com/company/kpm-industries,Both,Central,Domestic,David Nelson,powder metallurgy manufacturing,78,KPM provides both engineering and scientific solutions in powder metallurgy.,,,,,,,,,
Nootropics Lab,San Francisco,CA,+1-303-893-0552,https://nootropicslab.com,,Scientific,West Coast,Domestic,Fernando Delgado,nootropic tablet manufacturing,78,Research-focused company in nootropic development.,,,,,,,,,
NutraPak USA,Pompano Beach,FL,,https://www.nutrapakusa.com,https://www.linkedin.com/company/nutrapak-usa,Both,Southeast,Domestic,Danny Ambrose,nutraceutical tablet manufacturing,78,Provides both manufacturing and formulation services for nutraceuticals.,,,,,,Fette; Korsch,"NutraPak USA presents a medium opportunity for tablet compression improvements, particularly in managing pressure consistency.",,
Pest Control Group,Las Vegas,NV,,https://www.pestcontrolgroup.com,,Both,Rocky Mountain,Domestic,Eric Maughan,pest control tablets,78,Focuses on pest control services rather than product development.,,,,,,,,,
PillPack Allergy Division,Boston,MA,+1-855-745-5725,http://www.pillpack.com,https://www.linkedin.com/company/pillpack,Both,Northeast,Domestic,Raffaele Romano,allergy tablet manufacturing,78,Offers both engineering and formulation services.,,,,,,,,,
Purex (Henkel),Düsseldorf,NW,,https://www.purex.com,https://www.linkedin.com/company/purex/,Engineering,International,International,International Sales Team,dishwasher tablet manufacturing,78,"Known for laundry detergents, not involved in dishwasher tablet manufacturing.",,,,,,,,,
Shin-Etsu Chemical Co.,Toyama,JP,,http://www.shinetsu.co.jp,https://www.linkedin.com/company/shin-etsu-chemical-co-ltd,Both,International,International,International Sales Team,rare earth magnet manufacturing,78,Involved in the production of rare earth magnets and research.,,,,,,,No tablet compression opportunities identified in the rare earth magnet manufacturing sector.,,
Sleep Science,Phoenix,AZ,,http://www.sleepscience.com,,Both,Rocky Mountain,Domestic,Eric Maughan,sleep aid tablet manufacturing,78,Focuses on sleep solutions that include tablet forms.,,,,,,,,,
VitaPharm,Phoenix,AZ,,https://www.vitapharm.com,https://www.linkedin.com/company/vitapharm,Both,Rocky Mountain,Domestic,Eric Maughan,503b outsourcing facility,78,Combines engineering processes with scientific formulation.,,,,,,,,,
Alive!,Woodland Hills,CA,,https://www.alive.com,https://www.linkedin.com/company/alive/,Both,West Coast,Domestic,Fernando Delgado,multivitamin tablet manufacturing,77,Offers a range of multivitamins; involves engineering and research for product development.,,,,,,,,,
Crown Abrasives,Burlington,NJ,,https://www.crownabrasives.com,,Both,Northeast,Domestic,Raffaele Romano,abrasives manufacturing,77,Manufactures a range of abrasives and engages in engineering and R&D.,,,,,,,,,
Lifted Made,Omaha,NE,,https://liftedmade.com,https://www.linkedin.com/company/liftedmade,Both,Central,Domestic,David Nelson,cbd tablet manufacturing,77,Produces CBD tablets and focuses on product formulation.,,,,,,,,,
Sinus & Allergy Associates,Denver,CO,,http://www.sinusallergyassociates.com,https://www.linkedin.com/company/sinus-allergy-associates,Scientific,Rocky Mountain,Domestic,Eric Maughan,allergy tablet manufacturing,77,Focus on research and development for allergy treatments.,,,,,,,,,
Antihistamine Experts,Atlanta,GA,,http://www.antihistamineexperts.com,https://www.linkedin.com/company/antihistamine-experts,Both,Southeast,Domestic,Danny Ambrose,allergy tablet manufacturing,76,Engaged in engineering and formulation of allergy meds.,,,,,,,,,
Cleveland Clinic Pharmacy,Cleveland,OH,,https://www.clevelandclinicpharmacy.com,https://www.linkedin.com/company/cleveland-clinic-pharmacy,Scientific,Central,Domestic,David Nelson,503b outsourcing facility,76,Specializes in compounding and R&D with a strong scientific focus.,,,,,,,,,
Collagen by Design,Boulder,CO,+1 303-444-2220,https://www.collagenbydesign.com,,Both,Rocky Mountain,Domestic,Eric Maughan,collagen tablet manufacturing,76,Manufactures collagen products including tablets with engineering methods.,,,,,,,,,
DWA Aluminum Composites,Benton Harbor,MI,+1 269-925-3200,http://www.dwaaluminum.com,https://www.linkedin.com/company/dwa-aluminum-composites,Both,Central,Domestic,David Nelson,powder metallurgy manufacturing,76,DWA engages in both engineering and research in aluminum powder metallurgy.,,,,,,,,,
Just CBD,Fort Lauderdale,FL,+1-026-119-2919,https://justcbdstore.com,https://www.linkedin.com/company/just-cbd,Both,Southeast,Domestic,Danny Ambrose,cbd tablet manufacturing,76,Offers a variety of CBD products including tablets.,,,,,,,,,
NutraBlast,Los Angeles,CA,,https://www.nutrablast.com,https://www.linkedin.com/company/nutrablast/,Both,West Coast,Domestic,Fernando Delgado,vitamin tablet manufacturing,76,"Produces health supplements, including vitamins, requiring both engineering and scientific expertise.",,,,,,Fette; Korsch,"There is a medium opportunity for improving tablet compression in NutraBlast's apple cider vinegar tablets, focusing on women's health.",,
Scotch-Brite (3M),St. Paul,MN,,https://www.scotchbrite.com,https://www.linkedin.com/company/scotch-brite/,Engineering,Central,Domestic,David Nelson,dishwasher tablet manufacturing,76,"Focuses on cleaning supplies like sponges and pads, not tablets.",,,,,,,,,
Spectrum Chemical Manufacturing,New Brunswick,NJ,+1-800-772-8786,https://www.spectrumchemical.com,https://www.linkedin.com/company/spectrum-chemical-manufacturing-corp/,Scientific,Northeast,Domestic,Raffaele Romano,fertilizer tablet manufacturing,76,Spectrum specializes in chemical manufacturing including fertilizers and has a focus on formulation.,,,,,,,,,
AMPM Technologies,Boca Raton,FL,+1 561-962-2000,http://www.ampmtechnologies.com,https://www.linkedin.com/company/ampm-technologies,Both,Southeast,Domestic,Danny Ambrose,powder metallurgy manufacturing,75,AMPM focuses on both engineering solutions and R&D in powder metallurgy.,,,,,,,,,
Alima Pure,Portland,OR,+1 503-226-8242,https://www.alimapure.com,https://www.linkedin.com/company/alima-pure,Both,West Coast,Domestic,Fernando Delgado,cosmetics pressed powder,75,Produces pressed powders and conducts formulation R&D.,,,,,,,,,
Ammunition Supply Company,Mason,MI,,https://www.ammunitionSupplyCompany.com,,Engineering,Central,Domestic,David Nelson,ammunition manufacturing,75,"Primarily a retailer, not involved in engineering or R&D.",,,,,,,,,
Apex Powder Coating,Vancouver,BC,+1 604-727-5500,https://www.apexpowdercoating.com,https://www.linkedin.com/company/apex-powder-coating,Scientific,Canada,International,Unassigned,powder flow testing laboratory,75,"Specializes in powder coating services, unrelated to flow testing.",,,,,,,,,
Biosolutions,Reno,NV,,http://www.biosolutions.com,https://www.linkedin.com/company/biosolutions-llc/,Both,Rocky Mountain,Domestic,Eric Maughan,dissolution testing laboratory,75,Offers formulation and dissolution testing services.,,,,,,,,,
Bissell,Grand Rapids,MI,,https://www.bissell.com,https://www.linkedin.com/company/bissell/,Engineering,Central,Domestic,David Nelson,dishwasher tablet manufacturing,75,"Primarily known for cleaning machines, not focused on tablet manufacturing.",,,,,,,,,
Brain Boost,Miami,FL,,https://www.brainboost.com,,Scientific,Southeast,Domestic,Danny Ambrose,nootropic tablet manufacturing,75,Focus on formulation and development of cognitive enhancers.,,,,,,,,,
BrainArmor,Boulder,CO,,https://www.brainarmor.com,,Both,Rocky Mountain,Domestic,Eric Maughan,brain health tablets,75,Focuses on brain health supplements but not on engineering.,,,,,,,,,
Cabin Obsession,Los Angeles,CA,,https://cabinobsession.com,,Scientific,West Coast,Domestic,Fernando Delgado,septic system tablets,75,They provide septic tank treatments including tablets.,DEPRIORITIZE,none,None,70,,,No significant tablet compression opportunities identified in septic system tablet treatments.,,
Chemtronics,Kennesaw,GA,+1-770-424-4888,https://www.chemtronics.com,https://www.linkedin.com/company/chemtronics/,Scientific,Southeast,Domestic,Danny Ambrose,concrete cleaner tablets,75,"Develops chemical formulations for various applications, including cleaning.",,,,,,,,,
Claritin Labs,Los Angeles,CA,,http://www.claritinlabs.com,https://www.linkedin.com/company/claritin-labs,Scientific,West Coast,Domestic,Fernando Delgado,allergy tablet manufacturing,75,Primarily involved in R&D for allergy medications.,,,,,,,,,
Cleansing Products,Hicksville,NY,+1-303-893-0552,https://www.cleansingproducts.com,,Both,Northeast,Domestic,Raffaele Romano,rust remover tablets,75,"Focuses on various cleaning products, not specifically rust remover tablets.",,,,,,,,,
Cognizin,Parsippany,NJ,,https://cognizin.com,,Scientific,Northeast,Domestic,Raffaele Romano,nootropic tablet manufacturing,75,"Specializes in cognitive health ingredients, needing formulation expertise.",ENGAGE,medium,Both,80,high pressure; medium pressure,Fette; Korsch,"There is a medium opportunity for tablet compression in Cognizin's nootropic formulations, requiring careful management of pressure and ingredient stability.",,
