Company,City,State,Phone,Website,LinkedIn,Natoli Fit,Territory,Sales Rep,Industry,Confidence,Reason,503A,503B,GMP Likely,FDA Likely,Industry Match,AI Decision,AI Compression,AI Division,AI Confidence,Pressure Signals,Competitors,AI Summary
Cannabix Technologies,Vancouver,WA,,https://cannabixtechnologies.com,https://linkedin.com/company/cannabix-technologies,Scientific,West Coast,Fernando Delgado,cbd tablet manufacturing,80,Develops diagnostic tools and cannabinoid product technologies.,,,,,Yes,EDUCATE,medium,Both,75,low pressure; medium pressure; high pressure,Fette; Korsch,Cannabix Technologies has a medium opportunity for tablet compression improvements in their CBD tablet manufacturing process.
Leafline Labs,Cottage Grove,MN,-5253,https://leaflinelabs.com,https://linkedin.com/company/leaflinelabs,Both,Central,David Nelson,cbd tablet manufacturing,100,Produces medical cannabis products including tablets.,,,,,Yes,ENGAGE,medium,Both,80,low pressure; medium pressure; high pressure,Fette; Korsch,Leafline Labs has a medium opportunity for optimizing tablet compression in their CBD tablet manufacturing process.
Ananda Hemp,Cynthiana,KY,-4134,https://anandahemp.com,https://linkedin.com/company/ananda-hemp,Both,Southeast,Danny Ambrose,cbd tablet manufacturing,100,Offers a variety of hemp-derived CBD products including capsules and tablets.,,,,,Yes,ENGAGE,medium,Both,80,low pressure; medium pressure,Fette; Korsch,Ananda Hemp has a medium opportunity for improving tablet compression in their CBD tablet manufacturing process.
Herb Pharm,Williams,OR,-5519,https://herb-pharm.com,https://linkedin.com/company/herb-pharm,Scientific,West Coast,Fernando Delgado,herbal supplement tablets,90,Produces herbal formulations needing scientific expertise,,,,,Yes,ENGAGE,medium,Both,80,high pressure; medium pressure,Fette; Korsch,"Herb Pharm has a medium opportunity for tablet compression improvements, particularly in managing pressure-related risks."
Solaray,Salt Lake City,UT,-7225,https://solaray.com,https://linkedin.com/company/solaray,Both,Rocky Mountain,Eric Maughan,herbal supplement tablets,100,Herbal supplement brand with tablet manufacturing,,,,,Yes,ENGAGE,medium,Both,85,high pressure; medium pressure,Fette; Korsch,Solaray has a medium opportunity for improving tablet compression processes to enhance quality and efficiency.
Bluebonnet Nutrition,Sugar Land,TX,-3852,https://bluebonnetnutrition.com,https://linkedin.com/company/bluebonnet-nutrition-corporation,Both,Central,David Nelson,herbal supplement tablets,100,Produces a wide range of herbal supplements,,,,,Yes,ENGAGE,medium,Both,85,low pressure; medium pressure; high pressure,Fette; Korsch,Bluebonnet Nutrition has a medium opportunity for optimizing tablet compression in their herbal supplement production.
NaturesPlus,Melville,NY,-10944,https://naturesplus.com,https://linkedin.com/company/naturesplus,Both,Northeast,Raffaele Romano,herbal supplement tablets,100,Produces high-quality natural vitamins and supplements,,,,,Yes,MONITOR,medium,Both,75,high pressure; medium pressure,Fette; Korsch,There is a medium opportunity for improving tablet compression in NaturesPlus herbal supplement tablets.
Advanced Orthomolecular Research (AOR),Boise,ID,-691,https://aor.ca,https://linkedin.com/company/advanced-orthomolecular-research,Both,Rocky Mountain,Eric Maughan,herbal supplement tablets,100,Research-driven producer of herbal and nutritional supplements,,,,,Yes,ENGAGE,medium,Both,80,low pressure; medium pressure; high pressure,Fette; Korsch,"AOR has a medium opportunity for tablet compression improvements, particularly in managing pressure to avoid common risks."
Nootropics Depot,Phoenix,AZ,-9597,https://nootropicsdepot.com,https://linkedin.com/company/nootropics-depot,Both,Rocky Mountain,Eric Maughan,nootropic tablet manufacturing,100,Manufactures and develops nootropic tablets requiring precision engineering and formulation expertise.,,,,,,ENGAGE,high,Both,85,high pressure signals; medium pressure signals,Fette; Korsch,Nootropics Depot presents a high opportunity for tablet compression improvements due to the need for precision engineering in nootropic tablet manufacturing.
Onnit Labs,Austin,TX,-6419,https://onnit.com,https://linkedin.com/company/onnit,Both,Central,David Nelson,nootropic tablet manufacturing,100,Produces nootropic supplements and requires tablet presses and formulation services.,,,,,,ENGAGE,medium,Both,80,low pressure; medium pressure; high pressure,Fette; Korsch,Onnit Labs presents a medium opportunity for tablet compression improvements in nootropic supplement manufacturing.
Neurohacker Collective,Carlsbad,CA,-3463,https://neurohacker.com,https://linkedin.com/company/neurohacker,Both,West Coast,Fernando Delgado,nootropic tablet manufacturing,100,"Engaged in the manufacture and research of nootropic products, needing both engineering and scientific support.",,,,,,ENGAGE,medium,Both,85,high tablet density; inconsistent tablet weight; tablet capping,Fette; Korsch,There is a medium opportunity for tablet compression improvements in nootropic tablet manufacturing for Neurohacker Collective.
TruBrain,Los Angeles,CA,-6633,https://trubrain.com,https://linkedin.com/company/trubrain,Both,West Coast,Fernando Delgado,nootropic tablet manufacturing,100,Produces cognitive enhancement products and requires tablet manufacturing technology and formulation services.,,,,,,ENGAGE,medium,Both,80,high pressure; medium pressure,Fette; Korsch,TruBrain presents a medium opportunity for tablet compression improvements in nootropic manufacturing.
HVMN,San Francisco,CA,-5182,https://hvmn.com,https://linkedin.com/company/hvmn,Both,West Coast,Fernando Delgado,nootropic tablet manufacturing,100,Innovative nootropic and biohacking product manufacturer requiring both tablet presses and formulation services.,,,,,,ENGAGE,high,Both,85,low pressure; medium pressure; high pressure,Fette; Korsch,There is a significant opportunity to enhance tablet compression processes for HVMN's innovative nootropic products.
Cognizin,Parsippany,NJ,,https://cognizin.com,,Scientific,Northeast,Raffaele Romano,nootropic tablet manufacturing,75,"Specializes in cognitive health ingredients, needing formulation expertise.",,,,,,ENGAGE,medium,Both,80,high pressure; medium pressure,Fette; Korsch,"There is a medium opportunity for tablet compression in Cognizin's nootropic formulations, requiring careful management of pressure and ingredient stability."
Genius Brand,Henderson,NV,-5524,https://thegeniusbrand.com,https://linkedin.com/company/the-genius-brand,Both,Rocky Mountain,Eric Maughan,nootropic tablet manufacturing,100,"Manufactures cognitive enhancement products, needing tablet presses and formulation support.",,,,,,ENGAGE,medium,Both,85,low pressure; optimal pressure; high pressure,Fette; Korsch,Genius Brand presents a medium opportunity for tablet compression support in the nootropic sector.
Pure Nootropics,Albuquerque,NM,,https://purenootropics.net,,Both,Rocky Mountain,Eric Maughan,nootropic tablet manufacturing,85,"Produces and formulates nootropic supplements, needing engineering and scientific support.",,,,,,ENGAGE,high,Both,85,high pressure signals; medium pressure signals,Fette; Korsch,"There is a significant opportunity to enhance tablet compression processes for Pure Nootropics, requiring both engineering and scientific support."
"NeuroScience, Inc.",Osceola,WI,-8501,https://neuroscienceinc.com,https://linkedin.com/company/neuroscience,Scientific,Central,David Nelson,nootropic tablet manufacturing,90,"Focuses on neuroscience-based supplements, requiring formulation expertise.",,,,,,ENGAGE,medium,Both,80,low pressure; medium pressure; high pressure,Fette; Korsch,"NeuroScience, Inc. presents a medium opportunity for tablet compression improvements due to its focus on specialized formulations."
NutraClick,Boston,MA,-10030,https://nutraclick.com,,Both,Northeast,Raffaele Romano,nootropic tablet manufacturing,95,"Develops health supplements including cognitive enhancers, requiring engineering and formulation expertise.",,,,,,ENGAGE,high,Both,85,high tablet density; inconsistent tablet weight; tablet capping,Fette; Korsch,There is a significant opportunity to enhance tablet compression processes for NutraClick's nootropic supplements.
BrainMD Health,Costa Mesa,CA,-7024,https://brainmd.com,https://linkedin.com/company/brainmd-health,Both,West Coast,Fernando Delgado,nootropic tablet manufacturing,100,"Specializes in brain health supplements, including nootropics, needing engineering and formulation support.",,,,,,ENGAGE,medium,Both,80,high pressure during compression; inconsistent tablet hardness; tablet weight variation,Fette; Korsch,There is a medium opportunity for tablet compression improvements in BrainMD Health's nootropic manufacturing process.
Cognitive Nutrition,Bohemia,NY,,https://cognitivenutrition.com,,Both,Northeast,Raffaele Romano,nootropic tablet manufacturing,85,"Manufactures and formulates nootropic supplements, requiring tablet presses and scientific expertise.",,,,,,ENGAGE,high,Both,85,low; medium; high,Fette; Korsch,"There is a significant opportunity to enhance tablet compression processes for nootropic supplements, leveraging both engineering and scientific expertise."
Bacopa Labs,Denver,CO,-969,https://bacopalabs.com,,Both,Rocky Mountain,Eric Maughan,nootropic tablet manufacturing,95,"Focuses on nootropic formulations and production, needing tablet presses and formulation expertise.",,,,,,ENGAGE,medium,Both,85,low pressure; medium pressure; high pressure,Fette; Korsch,Bacopa Labs presents a medium opportunity for tablet compression improvements in nootropic formulations.
Glanbia Nutritionals,Chicago,IL,-8450,https://glanbia.com,https://linkedin.com/company/glanbia-nutritionals,Scientific,Central,David Nelson,collagen tablet manufacturing,90,Provides ingredient solutions that may include collagen for tablet formulations.,,,,,,ENGAGE,medium,Both,85,low pressure; medium pressure; high pressure,Fette; Korsch,"Glanbia Nutritionals presents a medium opportunity for tablet compression in collagen formulations, with potential risks that need to be managed."
"Soft Gel Technologies, Inc.",Los Angeles,CA,-1748,https://soft-gel.com,https://linkedin.com/company/soft-gel-technologies-inc,Both,West Coast,Fernando Delgado,collagen tablet manufacturing,100,Specializes in softgel and tablet manufacturing for the supplement industry.,,,,,,MONITOR,medium,Both,75,low pressure; medium pressure; high pressure,Fette; Korsch,There is a medium opportunity for improving tablet compression in collagen tablet manufacturing with associated risks.
Nutritional Frontiers,Pittsburgh,PA,-3854,https://nutritionalfrontiers.com,https://linkedin.com/company/nutritional-frontiers,Both,Northeast,Raffaele Romano,keto supplement tablets,100,"Produces a wide range of dietary supplements, including tablets.",,,,,Yes,ENGAGE,medium,Both,80,low pressure; medium pressure,Fette; Korsch,There is a medium opportunity for improving tablet compression in Nutritional Frontiers' keto supplement tablets.
Vitamer Laboratories,Irvine,CA,-2151,https://vitamer.com,https://linkedin.com/company/vitamer-laboratories,Both,West Coast,Fernando Delgado,keto supplement tablets,100,Produces nutritional supplements in various forms including tablets.,,,,,Yes,ENGAGE,medium,Both,80,high pressure; medium pressure,Fette; Korsch,There is a medium opportunity for improving tablet compression processes at Vitamer Laboratories to enhance product quality and consistency.
Wright Enrichment Inc.,Plain City,OH,-1952,https://wrightenrichment.com,https://linkedin.com/company/wright-enrichment-inc-,Both,Central,David Nelson,keto supplement tablets,100,Manufactures dietary supplements including tablets and capsules.,,,,,Yes,ENGAGE,medium,Both,80,low pressure; medium pressure; high pressure,Fette; Korsch,Wright Enrichment Inc. has a medium opportunity for improving tablet compression in their keto supplement tablets.
TruBody Wellness,Salt Lake City,UT,-10129,https://trubodywellness.com,https://linkedin.com/company/trubody-wellness,Both,Rocky Mountain,Eric Maughan,keto supplement tablets,100,Produces dietary supplements including keto tablets.,,,,,Yes,ENGAGE,medium,Both,80,high pressure; medium pressure,Fette; Korsch,TruBody Wellness has a medium opportunity for tablet compression improvements in their keto supplement tablets.
Nutrilite,Buena Park,CA,-7552,https://www.amway.com/nutrilite,https://linkedin.com/company/amway,Both,West Coast,Fernando Delgado,immune booster tablets,100,Produces nutritional supplements with immune support,,,,,,ENGAGE,medium,Both,80,high pressure; medium pressure,Fette; Korsch,There is a medium opportunity for improving tablet compression in Nutrilite's immune booster tablets to enhance production efficiency and product quality.
